#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Hit	PID	QCov
OTU8532	S1	OP3Div2	39.7	33.0	EU386066	91.6	99.8
OTU19317	S1	OP3Div2	39.8	32.8	AY792313	88.9	100.0
OTU19291	S1	OP3Div5	38.9	29.7	AY775515	84.8	39.4
OTU16727	S1	OP3Div3	40.2	33.0	DQ088765	85.5	40.1
OTU16839	S1	OP3Div2	39.6	30.8	EU385765	95.6	100.0
OTU2576	S1	OP3Div3	30.0	25.1	DQ088765	88.9	35.3
OTU5561	S1	OP3Div5	39.2	32.4	EU800499	90.1	99.4
OTU11894	S1	OP3Div2	34.4	27.8	EF602487	89.6	95.7
OTU6245	S1	OP3Div2	40.0	33.6	EU385956	94.6	100.0
OTU6755	S1	OP3Div2	21.9	12.9	FJ205236	76.2	98.7
OTU16294	S1	OP3Div4	31.5	26.9	EU386021	90.0	99.3
OTU18574	S1	OP3Div3	39.2	30.9	AY667264	85.7	100.0
OTU12035	S1	OP3Div2	39.5	32.8	EU386066	92.0	100.0
OTU21248	S1	OP3Div5	39.3	31.1	FJ205385	92.1	98.4
OTU8675	S1	OP3Div3	37.6	29.7	AB232806	87.6	94.5
OTU16661	S1	OP3Div2	29.5	25.1	EU385720	87.5	80.1
OTU19802	S1	OP3Div3	35.7	31.1	AJ390471	88.2	74.0
OTU19200	S1	OP3Div3	38.2	31.8	DQ404728	87.1	99.6
OTU4847	S1	OP3Div2	29.4	24.5	EU385777	90.2	100.0
OTU12029	S1	OP3Div1	38.9	30.0	AB294345	91.3	41.9
OTU7618	S1	OP3Div3	29.7	25.5	AF407207	89.0	78.1
OTU12821	S1	OP3Div5	40.2	31.8	EU050948	88.2	47.8
OTU18599	S1	OP3Div1	38.0	29.5	AJ390463	86.0	57.5
OTU14974	S1	OP3Div3	37.9	31.3	AJ390471	87.9	81.2
OTU613	S1	OP3Div2	29.5	25.1	EU385790	93.6	100.0
OTU11598	S1	OP3Div1	29.0	24.4	AB294345	88.0	44.5
OTU13678	S1	OP3Div2	37.7	31.0	EU385716	87.2	43.1
OTU20604	S1	OP3Div3	34.6	27.9	DQ837261	89.6	77.8
OTU14859	S1	OP3Div5	37.1	31.4	AM991275	86.0	51.3
OTU10261	S1	OP3Div3	37.8	31.0	FJ437841	85.5	100.0
OTU9690	S1	OP3Div1	30.1	26.2	AB294345	82.4	56.7
OTU10013	S1	OP3Div5	39.8	32.1	EU245967	87.9	47.6
OTU18669	S1	OP3Div2	39.5	32.8	AY373410	88.1	100.0
OTU18942	S1	OP3Div2	39.4	31.1	AY792313	84.7	99.6
OTU1291	S1	OP3Div2	39.8	33.1	AY792313	89.8	100.0
OTU14050	S1	OP3Div2	33.7	27.9	EU522667	92.9	45.7
OTU10811	S1	OP3Div5	30.6	26.1	FJ205385	89.9	49.5
OTU5433	S1	OP3Div3	38.1	29.5	DQ404728	87.3	94.7
OTU16035	S1	OP3Div3	38.2	31.5	AF407207	87.6	82.4
OTU20069	S1	OP3Div5	38.2	30.0	EU491175	92.4	95.2
OTU17461	S1	OP3Div1	31.6	27.2	EF032777	87.5	44.7
OTU8449	S1	OP3Div2	39.4	31.1	AY792313	89.6	99.6
OTU18800	S1	OP3Div5	39.1	30.9	EU236383	87.1	48.3
OTU16519	S1	OP3Div5	39.3	31.4	AJ224540	90.7	46.3
OTU14465	S1	OP3Div5	34.2	27.9	EU800499	83.4	74.9
OTU993	S1	OP3Div5	39.9	32.5	FJ205385	93.0	40.0
OTU21635	S1	OP3Div3	37.3	31.8	AF407207	85.8	81.8
OTU11581	S1	OP3Div2	39.8	33.1	AY792313	88.8	100.0
OTU17523	S1	OP3Div2	38.8	29.7	FJ437903	86.1	90.6
OTU919	S1	OP3Div4	38.5	30.0	AF027088	86.1	39.7
OTU9461	S1	OP3Div2	39.8	33.5	AY792313	90.0	100.0
OTU13550	S1	OP3Div5	39.2	33.3	AY661975	95.6	100.0
OTU11985	S1	OP3Div2	25.9	17.1	EU385720	85.6	100.0
OTU4521	S1	OP3Div2	39.8	33.5	AY792313	89.0	99.6
OTU3625	S1	OP3Div2	30.1	25.8	AY792313	93.2	100.0
OTU11743	S1	OP3Div5	38.9	31.0	AF507707	84.9	100.0
OTU12548	S1	OP3Div5	32.5	27.5	EU245967	92.3	42.5
OTU9783	S1	OP3Div5	36.0	28.5	AF507707	83.5	74.9
OTU16545	S1	OP3Div2	39.8	32.1	AY792313	88.7	100.0
OTU11112	S1	OP3Div1	38.6	29.3	CR933082	91.8	42.6
OTU4221	S1	OP3Div2	39.2	30.8	AY627570	84.3	72.9
OTU11507	S1	OP3Div3	37.2	29.6	AF407201	87.1	90.4
OTU12517	S1	OP3Div3	30.9	26.6	DQ404728	88.9	100.0
OTU8837	S1	OP3Div5	39.2	30.7	DQ676311	85.7	51.3
OTU9260	S1	OP3Div2	39.4	30.8	EU385720	86.4	72.8
OTU16092	S1	OP3Div2	29.5	25.0	EU385716	89.8	100.0
OTU7408	S1	OP3Div2	30.1	25.9	AY627570	86.0	80.3
OTU6619	S1	OP3Div2	37.8	29.3	AY792313	91.4	99.8
OTU2639	S1	OP3Div5	38.5	30.7	AM991275	88.0	45.9
OTU20438	S1	OP3Div2	38.0	29.5	AY532589	91.9	100.0
OTU3886	S1	OP3Div2	39.5	32.8	AY373410	89.3	100.0
OTU9004	S1	OP3Div3	37.0	30.5	FJ437841	87.9	99.2
OTU21651	S1	OP3Div2	40.3	32.8	EU937894	87.5	100.0
OTU2485	S1	OP3Div1	38.9	30.0	AB294345	86.8	45.6
OTU14424	S1	OP3Div3	38.9	32.2	AB248654	90.9	44.9
OTU2825	S1	OP3Div1	31.6	27.2	EU385922	88.5	44.7
OTU16830	S1	OP3Div5	33.4	27.8	EU491233	93.8	40.4
OTU3566	S1	OP3Div1	36.0	29.1	AB294345	89.4	42.8
OTU14254	S1	OP3Div1	38.2	30.0	EU373974	86.1	46.1
OTU16351	S1	OP3Div3	39.5	31.6	AJ390471	87.4	83.9
OTU5883	S1	OP3Div2	38.0	29.6	AY792313	86.1	100.0
OTU9670	S1	OP3Div3	37.8	30.2	AF407201	88.4	89.0
OTU13139	S1	OP3Div2	30.2	26.1	AY792313	91.4	99.8
OTU6721	S1	OP3Div2	39.6	33.1	EU048672	84.1	99.6
OTU8498	S1	OP3Div3	39.1	30.3	AF407207	87.1	80.8
OTU13349	S1	OP3Div3	29.4	24.3	DQ404728	85.3	100.0
OTU3511	S1	OP3Div2	40.0	32.6	EU385720	95.1	99.6
OTU21039	S1	OP3Div3	38.0	29.6	DQ088765	87.1	45.5
OTU5803	S1	OP3Div5	40.3	32.3	AJ224540	92.6	41.0
OTU18279	S1	OP3Div2	30.9	26.2	DQ676386	87.3	45.3
OTU8308	S1	OP3Div5	39.6	31.0	AJ224540	93.5	44.6
OTU5235	S1	OP3Div2	39.5	32.6	AY373410	87.4	100.0
OTU16623	S1	OP3Div2	38.9	30.6	FJ437903	96.2	100.0
OTU13915	S1	OP3Div2	39.4	31.0	EU385743	87.7	45.6
OTU7743	S1	OP3Div5	39.4	30.8	AY775515	86.4	39.1
OTU6941	S1	OP3Div2	40.3	32.9	AJ567574	86.7	100.0
OTU2742	S1	OP3Div2	38.6	30.7	AY373410	87.9	99.6
OTU8439	S1	OP3Div3	38.3	31.0	DQ404728	86.0	99.6
OTU13164	S1	OP3Div2	39.6	30.9	FJ205236	91.8	100.0
OTU10078	S1	OP3Div5	39.2	32.8	EU800499	93.5	100.0
OTU18833	S1	OP3Div2	29.9	24.9	EU134905	85.9	79.6
OTU16027	S1	OP3Div5	39.2	32.8	AM991275	87.0	99.8
OTU12789	S1	OP3Div2	39.8	32.4	AY792313	92.1	100.0
OTU4903	S1	OP3Div3	38.9	30.9	AF407207	88.3	82.2
OTU4765	S1	OP3Div3	38.3	30.3	AB232806	86.3	92.8
OTU6390	S1	OP3Div2	30.0	25.7	EU385777	95.1	100.0
OTU10209	S1	OP3Div2	40.0	33.5	EU386066	91.7	100.0
OTU15676	S1	OP3Div3	38.9	30.7	AF407207	86.1	81.7
OTU12524	S1	OP3Div1	38.0	29.3	EU373974	86.6	48.3
OTU8595	S1	OP3Div2	39.1	30.3	FJ437903	94.5	100.0
OTU20529	S1	OP3Div3	37.8	30.6	AB232821	89.2	91.9
OTU19560	S1	OP3Div2	29.7	25.6	EU134905	89.6	85.7
OTU3193	S1	OP3Div5	39.8	32.4	FJ205385	90.8	42.7
OTU1968	S1	OP3Div5	30.6	26.1	AM162486	90.5	43.0
OTU20698	S1	OP3Div2	39.8	32.8	AY792313	90.3	100.0
OTU8488	S1	OP3Div5	30.9	26.6	EU245967	86.9	32.8
OTU7233	S1	OP3Div5	31.1	26.6	AY775535	86.4	43.8
OTU294	S1	OP3Div2	37.7	30.5	FJ437903	85.1	91.6
OTU16837	S1	OP3Div1	30.8	26.4	CR933082	91.2	51.4
OTU17352	S1	OP3Div5	39.6	33.1	EU491309	87.2	89.0
OTU2460	S1	OP3Div2	39.8	33.2	AY792313	88.6	100.0
OTU14265	S1	OP3Div2	30.0	25.2	EU385790	99.0	100.0
OTU403	S1	OP3Div2	39.8	33.2	AY792313	88.4	100.0
OTU2067	S1	OP3Div2	38.1	29.4	AY627570	88.3	83.0
OTU2708	S1	OP3Div2	39.8	33.2	AY792313	87.2	100.0
OTU9543	S1	OP3Div5	39.8	31.0	EU050948	90.1	44.7
OTU2332	S1	OP3Div5	29.1	24.6	EU491104	87.4	38.0
OTU16683	S1	OP3Div5	38.9	30.2	EU236383	85.6	45.2
OTU13380	S1	OP3Div2	37.9	30.3	EF602487	90.6	42.4
OTU9003	S1	OP3Div5	29.9	24.9	FJ205385	87.3	52.3
OTU8821	S1	OP3Div5	39.3	30.9	EU491309	89.1	44.3
OTU5475	S1	OP3Div5	35.2	28.3	AM162486	92.1	38.6
OTU2807	S1	OP3Div3	38.9	31.2	DQ837261	85.2	83.1
OTU488	S1	OP3Div2	37.6	28.9	AY013695	91.8	52.2
OTU7289	S1	OP3Div2	37.0	28.7	EU385956	85.2	78.1
OTU14669	S1	OP3Div5	30.5	26.0	EU491104	86.7	55.1
OTU104	S1	OP3Div2	36.4	28.6	EF602487	89.9	40.7
OTU10922	S1	OP3Div5	39.3	33.4	EU236383	87.2	88.8
OTU9464	S1	OP3Div2	39.0	32.4	AY373410	88.6	100.0
OTU5935	S1	OP3Div2	39.6	33.1	AY792313	89.0	99.4
OTU5976	S1	OP3Div6	29.1	24.8	AY050598	86.1	99.5
OTU11317	S1	OP3Div1	39.7	31.0	EU385922	89.8	40.4
OTU7661	S1	OP3Div5	34.8	27.9	EU101223	91.3	46.8
OTU9032	S1	OP3Div6	29.6	25.4	AY050598	88.5	48.6
OTU19585	S1	OP3Div2	39.3	32.6	EU385777	92.8	100.0
OTU9361	S1	OP3Div2	39.5	33.2	EU386066	92.6	99.6
OTU15166	S1	OP3Div5	40.0	33.0	EU050948	89.6	41.5
OTU2041	S1	OP3Div2	39.7	33.5	AY792313	88.6	99.8
OTU1696	S1	OP3Div2	30.0	25.2	EU385956	93.1	100.0
OTU7765	S1	OP3Div2	39.6	31.7	FJ437903	96.7	100.0
OTU18426	S1	OP3Div3	38.9	30.7	AB232806	86.5	100.0
OTU6165	S1	OP3Div5	38.9	30.2	AB015551	91.9	42.8
OTU943	S1	OP3Div3	38.5	32.1	AB232806	87.0	87.6
OTU12320	S1	OP3Div5	39.4	30.2	AY775515	83.0	57.8
OTU7796	S1	OP3Div2	39.8	33.3	AY792313	88.9	100.0
OTU17388	S1	OP3Div2	39.8	33.5	AY792313	88.2	100.0
OTU17196	S1	OP3Div2	33.9	27.8	EU386007	88.5	49.2
OTU7808	S1	OP3Div5	29.5	25.1	EU491309	96.6	37.4
OTU18895	S1	OP3Div2	38.2	31.4	AY792313	86.2	43.5
OTU9605	S1	OP3Div2	39.2	32.0	AY792313	90.9	40.6
OTU10240	S1	OP3Div3	35.0	29.4	AF407207	91.6	75.6
OTU20241	S1	OP3Div2	39.8	31.8	AY792313	89.3	100.0
OTU13706	S1	OP3Div5	39.2	32.2	FJ205385	87.4	76.7
OTU17160	S1	OP3Div5	39.7	31.4	FJ205385	87.0	47.0
OTU8006	S1	OP3Div2	30.2	26.1	AY792313	90.8	99.8
OTU3941	S1	OP3Div5	39.5	31.9	FJ205385	87.3	50.5
OTU8744	S1	OP3Div3	39.8	31.7	DQ088765	88.3	45.3
OTU31	S1	OP3Div2	39.4	31.5	AY792313	92.6	100.0
OTU2501	S1	OP3Div2	37.3	29.2	EU385743	92.1	43.2
OTU12483	S1	OP3Div1	28.8	24.4	EF032777	87.8	42.3
OTU11313	S1	OP3Div1	37.6	29.7	AF524029	89.4	42.1
OTU5463	S1	OP3Div1	37.1	28.9	AB294345	89.5	43.3
OTU19176	S1	OP3Div2	38.9	32.7	EU386066	91.3	99.8
OTU7183	S1	OP3Div5	37.2	29.6	AM162486	88.3	46.5
OTU13143	S1	OP3Div5	38.9	30.2	AY661975	87.7	42.2
OTU3047	S1	OP3Div2	36.3	28.4	EF602487	88.0	79.7
OTU14289	S1	OP3Div5	39.6	32.8	EU245967	87.9	74.3
OTU5569	S1	OP3Div3	37.7	31.4	FJ437841	89.5	99.6
OTU19185	S1	OP3Div2	39.8	33.0	AY792313	86.8	100.0
OTU834	S1	OP3Div2	39.5	32.9	EU881347	89.7	100.0
OTU307	S1	OP3Div5	35.7	28.4	AY775535	87.3	48.0
OTU18682	S1	OP3Div5	39.6	31.1	AY661975	91.8	39.1
OTU6179	S1	OP3Div5	39.7	31.3	FJ205385	87.1	47.4
OTU8293	S1	OP3Div3	39.2	30.6	AF407207	86.3	93.7
OTU17715	S1	OP3Div3	38.6	30.4	AF407207	88.8	81.7
OTU20724	S1	OP3Div5	39.2	30.7	FJ205385	90.4	43.6
OTU9253	S1	OP3Div3	40.1	31.9	AF407207	87.5	42.4
OTU7713	S1	OP3Div3	20.9	12.6	AB248653	100.0	16.0
OTU6239	S1	OP3Div5	39.4	31.2	EU236377	90.7	42.5
OTU4516	S1	OP3Div2	30.0	25.5	EU048672	95.1	100.0
OTU14891	S1	OP3Div2	39.6	31.7	EU385743	91.2	41.8
OTU7221	S1	OP3Div2	40.1	31.7	EU048672	88.0	99.4
OTU13333	S1	OP3Div4	40.4	32.8	AF027088	87.6	100.0
OTU20205	S1	OP3Div2	39.8	33.0	AY792313	91.3	100.0
OTU10258	S1	OP3Div2	28.0	24.6	EU385743	97.4	100.0
OTU3685	S1	OP3Div2	39.8	32.9	AY792313	92.4	100.0
OTU21611	S1	OP3Div6	39.2	31.9	AY050598	82.1	98.8
OTU12881	S1	OP3Div2	33.6	27.5	AY373410	86.7	100.0
OTU15704	S1	OP3Div5	39.2	30.7	DQ676311	86.2	53.3
OTU12508	S1	OP3Div3	36.8	30.3	AF407207	88.3	80.3
OTU152	S1	OP3Div3	29.5	25.1	AF407207	90.6	44.4
OTU16609	S1	OP3Div3	35.0	29.4	AF407207	89.7	76.0
OTU22110	S1	OP3Div3	37.3	29.2	AB232806	87.8	95.9
OTU8038	S1	OP3Div2	39.4	31.2	AY792313	90.4	100.0
OTU18804	S1	OP3Div2	30.0	25.8	EU385720	86.3	100.0
OTU21465	S1	OP3Div2	39.4	31.9	EU386085	97.9	100.0
OTU15553	S1	OP3Div2	40.3	33.3	AJ567574	86.1	100.0
OTU346	S1	OP3Div5	30.0	25.8	EU050948	91.2	39.6
OTU6732	S1	OP3Div3	37.0	29.1	AB232806	87.2	95.9
OTU4313	S1	OP3Div5	38.3	30.0	AM991240	86.6	80.8
OTU18482	S1	OP3Div5	39.8	31.8	DQ676311	86.3	50.9
OTU11225	S1	OP3Div2	38.0	29.2	EF602487	89.9	43.1
OTU1327	S1	OP3Div5	38.1	29.4	FJ205385	91.9	43.0
OTU10446	S1	OP3Div3	37.9	29.6	AJ390471	88.4	90.9
OTU13114	S1	OP3Div4	26.0	19.6	AB252431	95.3	13.1
OTU7551	S1	OP3Div3	38.4	32.1	AB232806	85.7	99.6
OTU10796	S1	OP3Div5	29.7	25.1	FJ205385	89.7	47.8
OTU2802	S1	OP3Div2	36.8	30.7	EU386066	88.3	40.7
OTU3288	S1	OP3Div3	37.4	28.9	DQ404728	96.3	100.0
OTU2100	S1	OP3Div3	39.2	32.8	DQ088765	89.9	43.9
OTU9350	S1	OP3Div2	40.0	32.5	EU386066	92.1	100.0
OTU18086	S1	OP3Div2	40.0	32.4	EU386066	89.6	100.0
OTU617	S1	OP3Div2	39.1	30.7	EU386085	91.8	100.0
OTU13626	S1	OP3Div2	29.7	25.7	EF602487	91.6	95.4
OTU20634	S1	OP3Div5	39.8	32.8	FJ205385	90.8	42.2
OTU14205	S1	OP3Div3	37.5	30.5	AF407207	88.9	83.1
OTU17806	S1	OP3Div5	40.0	33.2	AJ224540	92.0	39.3
OTU20574	S1	OP3Div2	39.4	31.6	AY792313	88.5	100.0
OTU9667	S1	OP3Div2	35.2	28.2	AY627570	88.5	77.0
OTU1724	S1	OP3Div2	29.5	25.0	AY792313	92.3	100.0
OTU19768	S1	OP3Div2	37.4	29.6	EU386085	93.9	43.3
OTU20684	S1	OP3Div2	38.9	31.0	EU385743	89.7	41.8
OTU8156	S1	OP3Div3	38.0	29.6	AF407207	88.3	88.0
OTU1045	S1	OP3Div5	29.6	25.2	AM162486	89.8	40.4
OTU16003	S1	OP3Div2	37.0	29.6	EU385716	89.1	42.7
OTU127	S1	OP3Div1	27.0	21.9	EU385719	88.0	37.9
OTU21730	S1	OP3Div3	36.8	28.9	AF407207	88.7	79.2
OTU14127	S1	OP3Div3	36.6	30.4	DQ837261	88.3	80.2
OTU3473	S1	OP3Div2	37.5	30.7	EU881347	91.9	99.6
OTU12728	S1	OP3Div5	40.0	32.9	EU491309	89.3	42.6
OTU7480	S1	OP3Div2	39.6	33.1	AY373410	88.0	100.0
OTU7815	S1	OP3Div3	38.8	31.3	AF407201	92.1	81.7
OTU21865	S1	OP3Div2	38.2	28.9	EU386033	83.7	74.0
OTU5522	S1	OP3Div2	30.1	25.8	EU134905	92.8	84.6
OTU13489	S1	OP3Div2	39.2	32.8	EU386066	91.3	100.0
OTU14099	S1	OP3Div2	39.8	33.0	AY792313	88.5	100.0
OTU6104	S1	OP3Div2	38.9	30.2	AY013695	96.4	52.1
OTU20751	S1	OP3Div3	37.7	29.6	AF407207	91.3	42.1
OTU20725	S1	OP3Div2	38.6	30.0	AY627570	86.2	75.1
OTU5997	S1	OP3Div2	38.9	32.5	EU522667	87.9	92.2
OTU2328	S1	OP3Div3	37.5	31.0	AF407207	85.8	81.0
OTU5733	S1	OP3Div4	39.7	30.7	EF602488	85.2	43.0
OTU5785	S1	OP3Div6	39.1	30.3	AY050598	98.4	100.0
OTU4803	S1	OP3Div1	30.9	26.3	EU385719	90.3	45.8
OTU7652	S1	OP3Div5	40.0	33.1	AJ224540	87.9	48.1
OTU20735	S1	OP3Div3	37.9	31.4	AF407207	86.8	81.9
OTU517	S1	OP3Div5	39.1	31.0	EU101223	89.5	44.7
OTU7895	S1	OP3Div2	39.8	33.2	AY792313	91.7	100.0
OTU18170	S1	OP3Div5	32.0	27.0	EU101223	91.2	46.3
OTU15188	S1	OP3Div2	39.9	31.7	EU386066	92.4	100.0
OTU18348	S1	OP3Div2	39.9	33.2	EU385716	89.5	99.8
OTU21758	S1	OP3Div3	35.3	29.1	DQ404728	87.0	95.5
OTU7947	S1	OP3Div2	39.8	33.1	AY792313	86.7	100.0
OTU11495	S1	OP3Div2	40.0	33.1	AY792313	88.8	100.0
OTU8052	S1	OP3Div3	28.6	23.5	AF407207	87.1	79.3
OTU19606	S1	OP3Div5	36.3	30.0	AY775535	89.0	45.3
OTU20963	S1	OP3Div3	36.6	29.2	DQ404728	94.7	100.0
OTU4318	S1	OP3Div2	29.6	25.4	AY792313	93.2	100.0
OTU21643	S1	OP3Div2	26.1	20.1	AY792313	86.9	98.5
OTU9651	S1	OP3Div2	38.2	28.9	EU937894	87.9	100.0
OTU10120	S1	OP3Div2	40.0	33.7	AY792313	89.0	100.0
OTU10024	S1	OP3Div3	35.3	28.2	AF407207	89.3	93.2
OTU18331	S1	OP3Div3	38.6	30.5	AB232806	88.4	92.6
OTU12198	S1	OP3Div5	37.7	31.7	EU101223	86.4	54.4
OTU10101	S1	OP3Div2	38.2	30.0	AY792313	89.8	99.8
OTU7252	S1	OP3Div5	39.8	33.1	FJ205385	89.4	41.9
OTU21195	S1	OP3Div2	40.3	33.2	AJ567574	84.8	100.0
OTU14810	S1	OP3Div3	39.8	32.1	AF407201	86.1	82.0
OTU4669	S1	OP3Div3	37.1	29.6	AB232821	89.2	95.6
OTU13846	S1	OP3Div2	40.0	33.2	EU385716	89.9	100.0
OTU14079	S1	OP3Div3	40.4	33.2	DQ088765	87.9	42.2
OTU6463	S1	OP3Div5	39.8	31.3	FJ205385	91.3	37.0
OTU2904	S1	OP3Div1	38.6	31.0	AB294345	87.2	45.3
OTU19326	S1	OP3Div2	30.0	25.4	AY627570	84.5	87.8
OTU16722	S1	OP3Div2	37.5	29.0	AY627570	84.2	81.8
OTU9042	S1	OP3Div3	37.0	31.4	FJ437841	86.4	99.2
OTU650	S1	OP3Div2	30.1	25.9	AY792313	95.3	100.0
OTU11996	S1	OP3Div2	40.2	32.7	AY792313	88.7	100.0
OTU5836	S1	OP3Div3	37.6	29.6	AF407207	88.2	88.2
OTU18739	S1	OP3Div2	38.1	31.1	EU385765	87.0	39.6
OTU19970	S1	OP3Div2	37.8	29.4	EU385790	88.2	99.6
OTU14419	S1	OP3Div3	35.0	29.4	AF407207	89.7	75.4
OTU15274	S1	OP3Div2	39.8	32.1	AY792313	90.1	100.0
OTU12607	S1	OP3Div2	37.8	29.1	EU386085	96.0	40.9
OTU877	S1	OP3Div5	37.8	29.0	EU050948	92.0	44.2
OTU22168	S1	OP3Div3	30.9	26.4	AF407207	92.7	43.8
OTU12408	S1	OP3Div2	39.4	30.9	AY627570	91.9	87.1
OTU20001	S1	OP3Div5	40.0	33.6	FJ205385	87.0	47.2
OTU10415	S1	OP3Div2	37.4	30.3	EU937932	87.4	50.4
OTU330	S1	OP3Div3	39.4	31.3	AF407207	87.2	82.3
OTU3249	S1	OP3Div1	30.5	26.0	AJ390463	91.2	50.5
OTU9284	S1	OP3Div2	39.8	32.4	AY792313	89.4	100.0
OTU1811	S1	OP3Div3	37.9	29.2	AJ390471	88.9	91.8
OTU15772	S1	OP3Div5	38.9	30.0	AY661975	82.5	42.5
OTU19190	S1	OP3Div2	39.8	33.5	AY792313	89.3	100.0
OTU6372	S1	OP3Div2	39.5	33.0	AY373410	87.2	99.4
OTU17422	S1	OP3Div2	40.2	32.4	EU385956	95.3	100.0
OTU17998	S1	OP3Div2	38.5	29.9	FJ437903	93.2	100.0
OTU756	S1	OP3Div3	21.2	12.5	AB248653	100.0	15.5
OTU8461	S1	OP3Div1	38.5	30.2	AB294345	89.4	41.7
OTU6942	S1	OP3Div6	39.8	33.3	AY050598	88.0	48.7
OTU1352	S1	OP3Div2	30.7	26.2	EU385667	93.1	99.8
OTU19812	S1	OP3Div3	38.1	31.8	DQ837261	88.5	81.2
OTU18371	S1	OP3Div2	39.8	33.5	AY792313	89.9	100.0
OTU21072	S1	OP3Div2	40.1	31.1	AY013695	91.0	52.2
OTU9190	S1	OP3Div2	40.3	33.1	AJ567574	86.0	100.0
OTU11851	S1	OP3Div3	37.6	30.3	DQ837261	88.0	80.7
OTU7995	S1	OP3Div3	39.8	32.0	AB232806	86.8	100.0
OTU575	S1	OP3Div2	25.6	18.3	AY792313	82.5	100.0
OTU70	S1	OP3Div2	35.2	28.5	EU386007	89.0	45.4
OTU2811	S1	OP3Div2	39.8	32.6	AY792313	86.2	100.0
OTU14316	S1	OP3Div5	39.9	32.3	FJ205385	90.2	45.3
OTU16069	S1	OP3Div3	37.3	31.0	DQ404728	88.8	100.0
OTU155	S1	OP3Div2	39.8	33.0	AY792313	88.5	100.0
OTU4563	S1	OP3Div3	28.6	23.6	AF407201	85.6	77.5
OTU541	S1	OP3Div3	29.2	23.9	DQ404728	95.5	100.0
OTU2021	S1	OP3Div5	30.0	25.2	FJ205385	87.0	45.8
OTU14245	S1	OP3Div2	39.2	31.6	EU522667	82.6	73.7
OTU2833	S1	OP3Div2	40.4	33.8	EU386085	82.5	99.6
OTU13560	S1	OP3Div2	40.2	33.4	AY792313	89.7	100.0
OTU11910	S1	OP3Div6	39.6	32.8	AY050598	90.3	41.8
OTU17462	S1	OP3Div5	30.1	25.9	FJ205385	94.0	40.7
OTU308	S1	OP3Div5	39.8	32.6	FJ205385	89.9	42.4
OTU12982	S1	OP3Div2	39.0	32.7	EU522667	89.1	92.2
OTU21299	S1	OP3Div2	39.8	32.6	AY792313	88.3	100.0
OTU13219	S1	OP3Div2	39.8	33.1	AY792313	90.2	100.0
OTU4441	S1	OP3Div2	30.1	26.0	EF602487	90.6	95.7
OTU7928	S1	OP3Div1	29.7	25.7	EU385922	91.5	45.5
OTU1355	S1	OP3Div3	40.0	32.6	AB232821	90.3	41.4
OTU6549	S1	OP3Div5	39.5	32.1	DQ676311	86.7	50.4
OTU3974	S1	OP3Div2	38.5	30.0	FJ437903	93.7	100.0
OTU21835	S1	OP3Div5	39.2	32.8	EU245967	87.8	76.0
OTU6358	S1	OP3Div2	39.0	32.6	EU522667	87.7	92.2
OTU13048	S1	OP3Div2	40.1	31.7	EU385790	91.6	100.0
OTU5827	S1	OP3Div5	39.8	33.0	FJ205385	91.3	41.5
OTU518	S1	OP3Div2	25.6	17.6	EU385743	94.3	26.0
OTU13462	S1	OP3Div5	30.1	25.4	EU335171	91.5	50.1
OTU5944	S1	OP3Div1	30.1	25.4	FJ516821	87.4	45.9
OTU7267	S1	OP3Div1	30.8	26.4	AJ390463	94.7	48.4
OTU10795	S1	OP3Div5	39.9	32.3	FJ205385	92.3	39.4
OTU5731	S1	OP3Div5	39.7	30.7	AY775515	85.7	50.2
OTU5137	S1	OP3Div2	39.8	32.1	AY792313	90.3	100.0
OTU9586	S1	OP3Div1	39.2	30.9	AM902635	87.8	44.6
OTU21385	S1	OP3Div2	39.5	31.6	EU881347	87.3	100.0
OTU3575	S1	OP3Div2	35.0	28.2	EU385790	94.6	41.4
OTU12405	S1	OP3Div5	39.2	33.4	EU800499	85.1	100.0
OTU7826	S1	OP3Div2	39.7	31.6	EU937932	86.1	99.0
OTU17061	S1	OP3Div5	40.0	31.0	AJ224540	89.5	46.1
OTU1259	S1	OP3Div2	39.8	33.1	AY792313	86.6	100.0
OTU19918	S1	OP3Div3	38.3	30.0	AF407207	87.3	92.4
OTU15806	S1	OP3Div2	39.7	31.5	AY792313	86.6	37.4
OTU10365	S1	OP3Div3	37.9	31.4	DQ404728	88.5	100.0
OTU21501	S1	OP3Div2	39.2	30.8	AY792313	88.2	99.6
OTU3358	S1	OP3Div2	38.0	29.9	AY627570	84.4	78.7
OTU7834	S1	OP3Div3	38.0	31.0	AB232806	87.1	100.0
OTU16671	S1	OP3Div3	29.0	24.5	AF407201	86.2	94.9
OTU7452	S1	OP3Div4	39.0	30.2	EF602488	84.2	42.5
OTU5521	S1	OP3Div2	40.4	32.3	AY013695	92.9	53.3
OTU19492	S1	OP3Div4	30.0	25.6	EU386021	87.2	100.0
OTU13288	S1	OP3Div1	29.5	25.1	AB294931	91.9	38.2
OTU8256	S1	OP3Div2	38.9	30.0	FJ437903	85.6	90.7
OTU11621	S1	OP3Div2	39.8	33.1	AY792313	87.5	100.0
OTU14598	S1	OP3Div5	39.8	32.1	FJ205385	87.9	48.8
OTU20319	S1	OP3Div1	37.6	29.6	EF032777	87.2	39.3
OTU14091	S1	OP3Div5	38.1	29.3	EU236377	86.7	42.7
