#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	Flag
OTU14400	S1	OP3Div3	39.2	30.7	FRAGMENT_LARGE
OTU8760	S1	OP3Div3	38.0	29.5	FRAGMENT_LARGE
OTU2807	S1	OP3Div3	38.9	31.2	FRAGMENT_LARGE
OTU14937	S1	OP3Div3	37.4	30.5	FRAGMENT_LARGE
OTU7585	S1	OP3Div3	35.6	29.6	FRAGMENT_LARGE
OTU19606	S1	OP3Div3	36.3	30.0	FRAGMENT_LARGE
OTU15964	S1	OP3Div3	38.9	30.0	FRAGMENT_LARGE
OTU10415	S1	OP3Div3	37.4	30.3	FRAGMENT_LARGE
OTU12738	S1	OP3Div3	33.6	27.9	FRAGMENT_LARGE
OTU343	S1	OP3Div3	39.4	32.6	FRAGMENT_LARGE
OTU2612	S1	OP3Div3	39.1	31.6	FRAGMENT_LARGE
OTU8134	S1	OP3Div2	38.7	30.0	FRAGMENT_LARGE
OTU7077	S1	OP3Div2	39.2	32.4	FRAGMENT_LARGE
OTU20847	S1	OP3Div2	29.6	25.3	FRAGMENT_LARGE
OTU13130	S1	OP3Div2	30.1	25.8	FRAGMENT_LARGE
OTU20751	S1	OP3Div2	37.7	29.6	FRAGMENT_LARGE
OTU2694	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU12231	S1	OP3Div2	30.1	25.9	FRAGMENT_LARGE
OTU6976	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU152	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU5346	S1	OP3Div2	31.2	26.5	FRAGMENT_LARGE
OTU4441	S1	OP3Div2	30.1	26.0	FRAGMENT_LARGE
OTU7683	S1	OP3Div2	37.8	29.0	FRAGMENT_LARGE
OTU13626	S1	OP3Div2	29.7	25.7	FRAGMENT_LARGE
OTU5950	S1	OP3Div2	29.5	25.4	FRAGMENT_LARGE
OTU15646	S1	OP3Div2	29.6	25.3	FRAGMENT_LARGE
OTU7100	S1	OP3Div2	29.6	25.4	FRAGMENT_LARGE
OTU11894	S1	OP3Div2	34.4	27.8	FRAGMENT_LARGE
OTU2383	S1	OP3Div2	30.1	25.8	FRAGMENT_LARGE
OTU22168	S1	OP3Div2	30.9	26.4	FRAGMENT_LARGE
OTU16598	S1	OP3Div2	38.8	30.3	FRAGMENT_LARGE
OTU9728	S1	OP3Div2	37.6	29.4	FRAGMENT_LARGE
OTU17248	S1	OP3Div2	29.6	25.4	FRAGMENT_LARGE
OTU20699	S1	OP3Div2	38.3	29.9	FRAGMENT_LARGE
OTU4722	S1	OP3Div2	38.3	29.9	FRAGMENT_LARGE
OTU12515	S1	OP3Div2	29.5	25.4	FRAGMENT_LARGE
OTU1469	S1	OP3Div2	29.5	25.0	FRAGMENT_LARGE
OTU3047	S1	OP3Div2	36.3	28.4	FRAGMENT_LARGE
OTU14091	S1	OP3Div2	38.1	29.3	FRAGMENT_LARGE
OTU20725	S1	OP3Div2	38.6	30.0	FRAGMENT_LARGE
OTU11867	S1	OP3Div2	39.6	32.1	FRAGMENT_LARGE
OTU5238	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU20865	S1	OP3Div2	30.2	26.1	FRAGMENT_LARGE
OTU6582	S1	OP3Div2	30.2	26.1	FRAGMENT_LARGE
OTU5328	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU3685	S1	OP3Div2	39.8	32.9	FRAGMENT_LARGE
OTU21343	S1	OP3Div2	38.0	29.6	FRAGMENT_LARGE
OTU20446	S1	OP3Div2	30.1	25.9	FRAGMENT_LARGE
OTU14096	S1	OP3Div2	30.1	25.9	FRAGMENT_LARGE
OTU650	S1	OP3Div2	30.1	25.9	FRAGMENT_LARGE
OTU1724	S1	OP3Div2	29.5	25.0	FRAGMENT_LARGE
OTU31	S1	OP3Div2	39.4	31.5	FRAGMENT_LARGE
OTU2159	S1	OP3Div2	32.4	27.4	FRAGMENT_LARGE
OTU17164	S1	OP3Div2	40.0	32.8	FRAGMENT_LARGE
OTU7895	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU8038	S1	OP3Div2	39.4	31.2	FRAGMENT_LARGE
OTU7896	S1	OP3Div2	39.7	32.4	FRAGMENT_LARGE
OTU6612	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU488	S1	OP3Div2	37.6	28.9	FRAGMENT_LARGE
OTU11199	S1	OP3Div2	38.0	29.5	FRAGMENT_LARGE
OTU18676	S1	OP3Div2	39.2	30.7	FRAGMENT_LARGE
OTU3598	S1	OP3Div2	40.2	32.4	FRAGMENT_LARGE
OTU13114	S1	OP3Div2	26.0	19.6	FRAGMENT_LARGE
OTU13503	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU5883	S1	OP3Div2	38.0	29.6	FRAGMENT_LARGE
OTU13559	S1	OP3Div2	39.7	33.0	FRAGMENT_LARGE
OTU17371	S1	OP3Div2	29.5	25.4	FRAGMENT_LARGE
OTU1842	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU12961	S1	OP3Div2	38.0	29.7	FRAGMENT_LARGE
OTU5445	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU17482	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU2075	S1	OP3Div2	39.2	30.8	FRAGMENT_LARGE
OTU12736	S1	OP3Div2	40.0	33.7	FRAGMENT_LARGE
OTU10325	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU5827	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU19226	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU9347	S1	OP3Div2	40.0	33.3	FRAGMENT_LARGE
OTU20634	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU6586	S1	OP3Div2	39.7	32.3	FRAGMENT_LARGE
OTU3056	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU8653	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU12031	S1	OP3Div2	39.9	33.0	FRAGMENT_LARGE
OTU12449	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU20736	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU15274	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU21501	S1	OP3Div2	39.2	30.8	FRAGMENT_LARGE
OTU5137	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU16998	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU10191	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU15837	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU3025	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU13219	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU3394	S1	OP3Div2	39.8	32.7	FRAGMENT_LARGE
OTU10744	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU2098	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU285	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU5521	S1	OP3Div2	40.4	32.3	FRAGMENT_LARGE
OTU8449	S1	OP3Div2	39.4	31.1	FRAGMENT_LARGE
OTU20117	S1	OP3Div2	30.1	25.9	FRAGMENT_LARGE
OTU6866	S1	OP3Div2	30.2	25.6	FRAGMENT_LARGE
OTU12493	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU13139	S1	OP3Div2	30.2	26.1	FRAGMENT_LARGE
OTU2591	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU20698	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU374	S1	OP3Div2	30.1	25.9	FRAGMENT_LARGE
OTU10642	S1	OP3Div2	37.4	28.8	FRAGMENT_LARGE
OTU11910	S1	OP3Div2	39.6	32.8	FRAGMENT_LARGE
OTU18765	S1	OP3Div2	29.6	25.4	FRAGMENT_LARGE
OTU6619	S1	OP3Div2	37.8	29.3	FRAGMENT_LARGE
OTU21041	S1	OP3Div2	37.9	29.2	FRAGMENT_LARGE
OTU17273	S1	OP3Div2	39.4	30.9	FRAGMENT_LARGE
OTU15867	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU14214	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU9461	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU2400	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU13440	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU4318	S1	OP3Div2	29.6	25.4	FRAGMENT_LARGE
OTU6998	S1	OP3Div2	29.2	24.3	FRAGMENT_LARGE
OTU8006	S1	OP3Div2	30.2	26.1	FRAGMENT_LARGE
OTU13324	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU6977	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU15993	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU2459	S1	OP3Div2	40.2	32.8	FRAGMENT_LARGE
OTU9284	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU20205	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU4728	S1	OP3Div2	40.2	33.3	FRAGMENT_LARGE
OTU7328	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU12548	S1	OP3Div2	32.5	27.5	FRAGMENT_LARGE
OTU19362	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU16267	S1	OP3Div2	40.2	32.7	FRAGMENT_LARGE
OTU21074	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU17991	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU6331	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU10949	S1	OP3Div2	39.7	32.4	FRAGMENT_LARGE
OTU19376	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU18798	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU8802	S1	OP3Div2	40.2	31.9	FRAGMENT_LARGE
OTU308	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU16683	S1	OP3Div2	38.9	30.2	FRAGMENT_LARGE
OTU8837	S1	OP3Div2	39.2	30.7	FRAGMENT_LARGE
OTU4642	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU7475	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU15213	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU6986	S1	OP3Div2	40.0	33.8	FRAGMENT_LARGE
OTU671	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU9177	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU6069	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU6820	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU20007	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU19445	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU16870	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU6322	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU10013	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU10128	S1	OP3Div2	38.9	30.2	FRAGMENT_LARGE
OTU20241	S1	OP3Div2	39.8	31.8	FRAGMENT_LARGE
OTU18001	S1	OP3Div2	40.0	33.1	FRAGMENT_LARGE
OTU19190	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU8762	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU6942	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU403	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU13495	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU7318	S1	OP3Div2	39.8	33.6	FRAGMENT_LARGE
OTU12636	S1	OP3Div2	39.4	30.9	FRAGMENT_LARGE
OTU20424	S1	OP3Div2	39.8	31.8	FRAGMENT_LARGE
OTU6401	S1	OP3Div2	40.2	32.7	FRAGMENT_LARGE
OTU8685	S1	OP3Div2	40.0	33.4	FRAGMENT_LARGE
OTU19731	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU10357	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU8268	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU10101	S1	OP3Div2	38.2	30.0	FRAGMENT_LARGE
OTU379	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU18942	S1	OP3Div2	39.4	31.1	FRAGMENT_LARGE
OTU19317	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU12813	S1	OP3Div2	40.2	32.1	FRAGMENT_LARGE
OTU573	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU2413	S1	OP3Div2	39.7	30.7	FRAGMENT_LARGE
OTU21072	S1	OP3Div2	40.1	31.1	FRAGMENT_LARGE
OTU9172	S1	OP3Div2	38.0	29.7	FRAGMENT_LARGE
OTU4067	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU16338	S1	OP3Div2	39.7	32.7	FRAGMENT_LARGE
OTU12191	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU3193	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU16545	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU7331	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU13560	S1	OP3Div2	40.2	33.4	FRAGMENT_LARGE
OTU13059	S1	OP3Div2	39.2	30.7	FRAGMENT_LARGE
OTU75	S1	OP3Div2	38.9	30.2	FRAGMENT_LARGE
OTU15539	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU16058	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU2580	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU18728	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU8459	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU3401	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU10090	S1	OP3Div2	39.7	32.8	FRAGMENT_LARGE
OTU19804	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU1712	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU20058	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU13420	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU1479	S1	OP3Div2	39.4	30.9	FRAGMENT_LARGE
OTU14099	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU16706	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU18371	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU5701	S1	OP3Div2	40.2	33.2	FRAGMENT_LARGE
OTU10831	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU8748	S1	OP3Div2	39.6	33.1	FRAGMENT_LARGE
OTU11581	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU12616	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU6812	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU4562	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU6030	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU13096	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU2724	S1	OP3Div2	39.4	31.1	FRAGMENT_LARGE
OTU13040	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU9819	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU5916	S1	OP3Div2	39.8	33.4	FRAGMENT_LARGE
OTU7252	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU15704	S1	OP3Div2	39.2	30.7	FRAGMENT_LARGE
OTU2264	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU1291	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU7421	S1	OP3Div2	40.1	31.1	FRAGMENT_LARGE
OTU21130	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU6104	S1	OP3Div2	38.9	30.2	FRAGMENT_LARGE
OTU3834	S1	OP3Div2	38.0	29.6	FRAGMENT_LARGE
OTU3331	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU2652	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU1872	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU3917	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU11996	S1	OP3Div2	40.2	32.7	FRAGMENT_LARGE
OTU7796	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU11495	S1	OP3Div2	40.0	33.1	FRAGMENT_LARGE
OTU20180	S1	OP3Div2	40.2	32.8	FRAGMENT_LARGE
OTU1115	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU2497	S1	OP3Div2	37.8	29.0	FRAGMENT_LARGE
OTU10638	S1	OP3Div2	29.6	25.4	FRAGMENT_LARGE
OTU5557	S1	OP3Div2	40.0	33.8	FRAGMENT_LARGE
OTU1591	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU18638	S1	OP3Div2	35.3	28.3	FRAGMENT_LARGE
OTU5140	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU18954	S1	OP3Div2	37.3	28.7	FRAGMENT_LARGE
OTU3889	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU9062	S1	OP3Div2	30.0	25.2	FRAGMENT_LARGE
OTU9094	S1	OP3Div2	32.0	27.1	FRAGMENT_LARGE
OTU3625	S1	OP3Div2	30.1	25.8	FRAGMENT_LARGE
OTU16467	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU896	S1	OP3Div2	33.0	27.5	FRAGMENT_LARGE
OTU12789	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU766	S1	OP3Div2	29.6	25.4	FRAGMENT_LARGE
OTU14662	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU12104	S1	OP3Div2	38.7	29.9	FRAGMENT_LARGE
OTU16550	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU2026	S1	OP3Div2	39.7	30.5	FRAGMENT_LARGE
OTU21039	S1	OP3Div2	38.0	29.6	FRAGMENT_LARGE
OTU8661	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU20671	S1	OP3Div2	39.8	32.8	FRAGMENT_LARGE
OTU282	S1	OP3Div2	39.8	32.9	FRAGMENT_LARGE
OTU9543	S1	OP3Div2	39.8	31.0	FRAGMENT_LARGE
OTU16371	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU1259	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU21643	S1	OP3Div2	26.1	20.1	FRAGMENT_LARGE
OTU2708	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU6651	S1	OP3Div2	39.6	32.5	FRAGMENT_LARGE
OTU2460	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU14639	S1	OP3Div2	39.5	32.3	FRAGMENT_LARGE
OTU20640	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU8016	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU2811	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU9552	S1	OP3Div2	40.3	33.5	FRAGMENT_LARGE
OTU17107	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU7663	S1	OP3Div2	30.2	26.2	FRAGMENT_LARGE
OTU12378	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU17388	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU11816	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU6549	S1	OP3Div2	39.5	32.1	FRAGMENT_LARGE
OTU9254	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU19186	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU16757	S1	OP3Div2	39.4	30.8	FRAGMENT_LARGE
OTU11623	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU18262	S1	OP3Div2	39.1	30.4	FRAGMENT_LARGE
OTU5654	S1	OP3Div2	38.2	30.0	FRAGMENT_LARGE
OTU18482	S1	OP3Div2	39.8	31.8	FRAGMENT_LARGE
OTU11796	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU17354	S1	OP3Div2	24.0	14.7	FRAGMENT_SMALL
OTU11483	S1	OP3Div2	40.0	33.8	FRAGMENT_LARGE
OTU13390	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU8396	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU20397	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU19185	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU14413	S1	OP3Div2	39.8	31.8	FRAGMENT_LARGE
OTU16663	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU11876	S1	OP3Div2	39.8	32.4	FRAGMENT_LARGE
OTU8116	S1	OP3Div2	40.0	33.8	FRAGMENT_LARGE
OTU19058	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU12139	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU20398	S1	OP3Div2	39.8	32.9	FRAGMENT_LARGE
OTU9934	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU11621	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU15192	S1	OP3Div2	39.6	33.0	FRAGMENT_LARGE
OTU7998	S1	OP3Div2	39.0	31.6	FRAGMENT_LARGE
OTU14014	S1	OP3Div2	40.0	33.8	FRAGMENT_LARGE
OTU10726	S1	OP3Div2	38.0	29.6	FRAGMENT_LARGE
OTU16661	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU5936	S1	OP3Div2	39.8	32.9	FRAGMENT_LARGE
OTU17912	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU6290	S1	OP3Div2	39.4	31.4	FRAGMENT_LARGE
OTU4522	S1	OP3Div2	39.8	32.9	FRAGMENT_LARGE
OTU4521	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU15938	S1	OP3Div2	35.2	28.4	FRAGMENT_LARGE
OTU5935	S1	OP3Div2	39.6	33.1	FRAGMENT_LARGE
OTU1805	S1	OP3Div2	38.9	30.1	FRAGMENT_LARGE
OTU854	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU5428	S1	OP3Div2	39.3	31.6	FRAGMENT_LARGE
OTU17386	S1	OP3Div2	38.9	30.4	FRAGMENT_LARGE
OTU20170	S1	OP3Div2	39.6	32.8	FRAGMENT_LARGE
OTU9886	S1	OP3Div2	39.2	33.0	FRAGMENT_LARGE
OTU6328	S1	OP3Div2	39.8	33.7	FRAGMENT_LARGE
OTU21634	S1	OP3Div2	39.8	32.9	FRAGMENT_LARGE
OTU10120	S1	OP3Div2	40.0	33.7	FRAGMENT_LARGE
OTU18800	S1	OP3Div2	39.1	30.9	FRAGMENT_LARGE
OTU10876	S1	OP3Div2	31.4	27.1	FRAGMENT_LARGE
OTU21299	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU8018	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU7947	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU575	S1	OP3Div2	25.6	18.3	FRAGMENT_LARGE
OTU707	S1	OP3Div2	39.2	30.8	FRAGMENT_LARGE
OTU10897	S1	OP3Div2	40.0	33.7	FRAGMENT_LARGE
OTU9683	S1	OP3Div2	39.8	33.5	FRAGMENT_LARGE
OTU13563	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU11622	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU19609	S1	OP3Div2	39.4	31.1	FRAGMENT_LARGE
OTU7718	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU10297	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU7137	S1	OP3Div2	39.4	30.9	FRAGMENT_LARGE
OTU155	S1	OP3Div2	39.8	33.0	FRAGMENT_LARGE
OTU9845	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU14399	S1	OP3Div2	29.5	25.1	FRAGMENT_LARGE
OTU7849	S1	OP3Div2	39.8	33.3	FRAGMENT_LARGE
OTU7652	S1	OP3Div2	40.0	33.1	FRAGMENT_LARGE
OTU21585	S1	OP3Div2	39.8	33.2	FRAGMENT_LARGE
OTU2041	S1	OP3Div2	39.7	33.5	FRAGMENT_LARGE
OTU15292	S1	OP3Div2	38.9	31.7	FRAGMENT_LARGE
OTU7745	S1	OP3Div2	39.8	32.6	FRAGMENT_LARGE
OTU480	S1	OP3Div2	39.7	32.7	FRAGMENT_LARGE
OTU16995	S1	OP3Div2	39.7	31.7	FRAGMENT_LARGE
OTU2085	S1	OP3Div2	39.6	33.0	FRAGMENT_LARGE
OTU3247	S1	OP3Div2	38.7	30.0	FRAGMENT_LARGE
OTU14598	S1	OP3Div2	39.8	32.1	FRAGMENT_LARGE
OTU16129	S1	OP3Div2	38.9	30.2	FRAGMENT_LARGE
OTU4144	S1	OP3Div2	39.8	33.1	FRAGMENT_LARGE
OTU1108	S1	OP3Div2	39.8	31.8	FRAGMENT_LARGE
OTU3857	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU9260	S1	OP3Div2	39.4	30.8	FRAGMENT_LARGE
OTU15175	S1	OP3Div2	36.6	28.2	FRAGMENT_LARGE
OTU12934	S1	OP3Div2	39.2	31.6	FRAGMENT_LARGE
OTU21451	S1	OP3Div2	39.1	32.8	FRAGMENT_LARGE
OTU15926	S1	OP3Div2	38.5	29.9	FRAGMENT_LARGE
OTU6754	S1	OP3Div2	39.1	32.4	FRAGMENT_LARGE
OTU3941	S1	OP3Div2	39.5	31.9	FRAGMENT_LARGE
OTU20600	S1	OP3Div2	29.5	25.0	FRAGMENT_LARGE
OTU18243	S1	OP3Div2	39.2	30.7	FRAGMENT_LARGE
OTU18817	S1	OP3Div2	40.1	31.3	FRAGMENT_LARGE
OTU6160	S1	OP3Div2	40.0	33.7	FRAGMENT_LARGE
OTU20574	S1	OP3Div2	39.4	31.6	FRAGMENT_LARGE
OTU8941	S1	OP3Div2	38.0	29.8	FRAGMENT_LARGE
OTU20133	S1	OP3Div2	39.7	32.7	FRAGMENT_LARGE
OTU19164	S1	OP3Div2	39.1	31.4	FRAGMENT_LARGE
OTU2656	S1	OP3Div2	39.6	33.0	FRAGMENT_LARGE
OTU13650	S1	OP3Div2	39.6	31.7	FRAGMENT_LARGE
OTU14321	S1	OP3Div2	39.5	31.4	FRAGMENT_LARGE
OTU13556	S1	OP3Div2	38.3	32.5	FRAGMENT_LARGE
OTU7567	S1	OP3Div2	20.7	12.2	FRAGMENT_SMALL
OTU12475	S1	OP3Div2	29.7	25.2	FRAGMENT_LARGE
OTU8538	S1	OP3Div2	40.4	33.2	FRAGMENT_LARGE
OTU14079	S1	OP3Div2	40.4	33.2	FRAGMENT_LARGE
OTU6464	S1	OP3Div2	29.6	25.5	FRAGMENT_LARGE
OTU15270	S1	OP3Div2	31.3	26.6	FRAGMENT_LARGE
OTU5844	S1	OP3Div2	29.8	25.7	FRAGMENT_LARGE
OTU11497	S1	OP3Div2	30.1	25.8	FRAGMENT_LARGE
OTU17160	S1	OP3Div2	39.7	31.4	FRAGMENT_LARGE
