#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	OTUComp
JN918570_1_455	S1	OP3Div2	30.9	35.4	[["USR", 467], ["OP3Div2", 16]]
JN918568_1_327	S1	OP3Div2	24.8	25.4	[["USR", 467], ["OP3Div2", 16]]
JN917963_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917959_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917957_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917958_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917965_1_454	S1	OP3Div2	30.9	35.4	[["USR", 467], ["OP3Div2", 16]]
JN917966_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN917964_1_446	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN917960_1_430	S1	OP3Div2	30.5	33.5	[["USR", 467], ["OP3Div2", 16]]
JN926858_1_447	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN932825_1_456	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN921424_1_446	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN931623_1_458	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931624_1_440	S1	OP3Div2	30.6	34.3	[["USR", 467], ["OP3Div2", 16]]
JN931588_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926145_1_425	S1	OP3Div2	30.4	32.4	[["USR", 467], ["OP3Div2", 16]]
JN917323_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN926157_1_438	S1	OP3Div2	30.6	34.1	[["USR", 467], ["OP3Div2", 16]]
JN917319_1_444	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN927587_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927586_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN922656_1_445	S1	OP3Div2	30.9	34.6	[["USR", 467], ["OP3Div2", 16]]
JN922649_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN924948_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916346_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932253_1_446	S1	OP3Div2	30.8	34.7	[["USR", 467], ["OP3Div2", 16]]
JN932254_1_444	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN920200_1_455	S1	OP3Div2	30.8	35.2	[["USR", 467], ["OP3Div2", 16]]
JN921673_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN923675_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN921719_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927624_1_455	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN923883_1_456	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN915301_1_453	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN923742_1_455	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN923673_1_458	S1	OP3Div2	31.1	35.7	[["USR", 467], ["OP3Div2", 16]]
JN921661_1_446	S1	OP3Div2	30.4	34.6	[["USR", 467], ["OP3Div2", 16]]
JN921679_1_457	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN930615_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN931609_1_459	S1	OP3Div2	30.8	35.1	[["USR", 467], ["OP3Div2", 16]]
JN922657_1_451	S1	OP3Div2	30.8	35.1	[["USR", 467], ["OP3Div2", 16]]
JN932832_1_443	S1	OP3Div2	30.6	34.3	[["USR", 467], ["OP3Div2", 16]]
JN932819_1_456	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN921663_1_460	S1	OP3Div2	30.6	35.5	[["USR", 467], ["OP3Div2", 16]]
JN920195_1_426	S1	OP3Div2	30.4	32.5	[["USR", 467], ["OP3Div2", 16]]
JN931595_1_328	S1	OP3Div2	24.8	25.5	[["USR", 467], ["OP3Div2", 16]]
JN921667_1_425	S1	OP3Div2	30.5	33.0	[["USR", 467], ["OP3Div2", 16]]
JN920185_1_457	S1	OP3Div2	30.9	35.0	[["USR", 467], ["OP3Div2", 16]]
JN934123_1_425	S1	OP3Div2	30.5	33.0	[["USR", 467], ["OP3Div2", 16]]
JN934121_1_445	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN932845_1_449	S1	OP3Div2	30.8	35.0	[["USR", 467], ["OP3Div2", 16]]
JN932844_1_370	S1	OP3Div2	26.8	28.4	[["USR", 467], ["OP3Div2", 16]]
JN934125_1_438	S1	OP3Div2	30.5	33.6	[["USR", 467], ["OP3Div2", 16]]
JN934118_1_448	S1	OP3Div2	30.8	34.9	[["USR", 467], ["OP3Div2", 16]]
JN926144_1_445	S1	OP3Div2	30.7	34.6	[["USR", 467], ["OP3Div2", 16]]
JN926143_1_437	S1	OP3Div2	30.6	33.9	[["USR", 467], ["OP3Div2", 16]]
JN916341_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN915894_1_453	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN915895_1_456	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN932816_1_348	S1	OP3Div2	25.4	26.9	[["USR", 467], ["OP3Div2", 16]]
JN922653_1_457	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931598_1_378	S1	OP3Div2	28.0	29.4	[["USR", 467], ["OP3Div2", 16]]
JN927589_1_454	S1	OP3Div2	30.6	34.5	[["USR", 467], ["OP3Div2", 16]]
JN927573_1_473	S1	OP3Div2	32.4	36.7	[["USR", 467], ["OP3Div2", 16]]
JN929534_1_452	S1	OP3Div2	30.9	35.3	[["USR", 467], ["OP3Div2", 16]]
JN934134_1_331	S1	OP3Div2	25.1	25.7	[["USR", 467], ["OP3Div2", 16]]
JN927588_1_460	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN916345_1_456	S1	OP3Div2	30.7	35.4	[["USR", 467], ["OP3Div2", 16]]
JN920203_1_444	S1	OP3Div2	30.6	34.2	[["USR", 467], ["OP3Div2", 16]]
JN920187_1_372	S1	OP3Div2	27.1	28.8	[["USR", 467], ["OP3Div2", 16]]
JN923684_1_446	S1	OP3Div2	30.8	34.8	[["USR", 467], ["OP3Div2", 16]]
JN922654_1_460	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN927585_1_446	S1	OP3Div2	30.6	33.9	[["USR", 467], ["OP3Div2", 16]]
JN927590_1_425	S1	OP3Div2	30.1	32.4	[["USR", 467], ["OP3Div2", 16]]
JN926744_1_458	S1	OP3Div2	30.8	35.4	[["USR", 467], ["OP3Div2", 16]]
JN926147_1_408	S1	OP3Div2	30.3	31.5	[["USR", 467], ["OP3Div2", 16]]
JN927458_1_371	S1	OP3Div2	27.0	28.9	[["USR", 467], ["OP3Div2", 16]]
JN934119_1_457	S1	OP3Div2	30.7	35.5	[["USR", 467], ["OP3Div2", 16]]
JN934120_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN932817_1_456	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN932818_1_416	S1	OP3Div2	30.0	32.2	[["USR", 467], ["OP3Div2", 16]]
JN923674_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN922646_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN921662_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931590_1_456	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN929532_1_457	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN916344_1_457	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN921660_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN920184_1_446	S1	OP3Div2	30.3	34.7	[["USR", 467], ["OP3Div2", 16]]
JN922647_1_456	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN929533_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN924940_1_456	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN931589_1_455	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN916343_1_447	S1	OP3Div2	30.3	34.6	[["USR", 467], ["OP3Div2", 16]]
JN927571_1_374	S1	OP3Div2	26.7	28.9	[["USR", 467], ["OP3Div2", 16]]
JN927572_1_456	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN921664_1_459	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN920183_1_458	S1	OP3Div2	30.5	35.5	[["USR", 467], ["OP3Div2", 16]]
JN916192_1_458	S1	OP3Div2	30.2	35.3	[["USR", 467], ["OP3Div2", 16]]
JN931592_1_458	S1	OP3Div2	30.9	35.5	[["USR", 467], ["OP3Div2", 16]]
JN929531_1_363	S1	OP3Div2	26.5	28.1	[["USR", 467], ["OP3Div2", 16]]
JN931591_1_445	S1	OP3Div2	30.0	34.7	[["USR", 467], ["OP3Div2", 16]]
JN916865_1_431	S1	OP3Div2	30.4	33.6	[["USR", 467], ["OP3Div2", 16]]
JN926146_1_380	S1	OP3Div2	28.0	29.3	[["USR", 467], ["OP3Div2", 16]]
JN916342_1_346	S1	OP3Div2	25.5	26.6	[["USR", 467], ["OP3Div2", 16]]
JN927329_1_458	S1	OP3Div2	30.9	35.6	[["USR", 467], ["OP3Div2", 16]]
JN920202_1_355	S1	OP3Div2	25.5	27.4	[["USR", 467], ["OP3Div2", 16]]
HQ691946_1_1398	S1	OP3Div2	96.6	95.0	[["USR", 467], ["OP3Div2", 16]]
JN922170_1_338	S1	OP3Div2	25.2	26.3	[["USR", 467], ["OP3Div2", 16]]
KT873884_1_435	S1	OP3Div2	31.2	33.9	[["USR", 467], ["OP3Div2", 16]]
HM228781_1_876	S1	OP3Div2	65.0	67.2	[["USR", 467], ["OP3Div2", 16]]
KC604903_1_813	S1	OP3Div2	57.5	55.2	[["USR", 467], ["OP3Div2", 16]]
KC192458_1_867	S1	OP3Div2	64.2	64.7	[["USR", 467], ["OP3Div2", 16]]
FM174317_1_435	S1	OP3Div2	31.2	33.9	[["USR", 467], ["OP3Div2", 16]]
FJ351084_1_857	S1	OP3Div2	56.0	60.5	[["USR", 467], ["OP3Div2", 16]]
JQ688387_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688383_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688380_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688377_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688378_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688389_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688384_1_468	S1	OP3Div2	34.4	36.4	[["USR", 467], ["OP3Div2", 16]]
JQ688385_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688391_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688381_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688379_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688393_1_483	S1	OP3Div2	35.3	37.5	[["USR", 467], ["OP3Div2", 16]]
JQ688382_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688388_1_483	S1	OP3Div2	35.3	37.6	[["USR", 467], ["OP3Div2", 16]]
JQ688386_1_484	S1	OP3Div2	35.3	37.7	[["USR", 467], ["OP3Div2", 16]]
AB825334_1_375	S1	OP3Div2	24.2	29.2	[["USR", 467], ["OP3Div2", 16]]
FJ901577_1_807	S1	OP3Div2	50.6	54.0	[["USR", 467], ["OP3Div2", 16]]
KF624256_1_816	S1	OP3Div2	50.7	54.2	[["USR", 467], ["OP3Div2", 16]]
JX000988_1_1507	S1	OP3Div2	96.8	95.1	[["USR", 467], ["OP3Div2", 16]]
AB825508_1_374	S1	OP3Div2	23.8	29.1	[["USR", 467], ["OP3Div2", 16]]
EU488119_1_1520	S1	OP3Div2	96.7	94.9	[["USR", 467], ["OP3Div2", 16]]
AB805899_1_1484	S1	OP3Div2	96.6	95.1	[["USR", 467], ["OP3Div2", 16]]
AB805900_1_1433	S1	OP3Div2	96.6	95.1	[["USR", 467], ["OP3Div2", 16]]
AB645189_1_882	S1	OP3Div2	63.7	62.6	[["USR", 467], ["OP3Div2", 16]]
AB702028_1_375	S1	OP3Div2	23.8	29.2	[["USR", 467], ["OP3Div2", 16]]
FJ264652_1_1516	S1	OP3Div2	96.9	94.8	[["USR", 467], ["OP3Div2", 16]]
KX097562_1_1542	S1	OP3Div2	95.6	94.7	[["USR", 467], ["OP3Div2", 16]]
KX097580_1_1541	S1	OP3Div2	95.6	94.7	[["USR", 467], ["OP3Div2", 16]]
AB770438_1_476	S1	OP3Div2	32.0	37.1	[["USR", 467], ["OP3Div2", 16]]
KJ149253_1_923	S1	OP3Div2	65.0	63.2	[["USR", 467], ["OP3Div2", 16]]
JQ816146_1_1524	S1	OP3Div2	95.5	94.8	[["USR", 467], ["OP3Div2", 16]]
LC071132_1_371	S1	OP3Div2	23.8	28.9	[["USR", 467], ["OP3Div2", 16]]
KX092592_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092564_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092586_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092569_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092589_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092574_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092588_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092571_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092567_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092582_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092583_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092575_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092587_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092591_1_463	S1	OP3Div2	34.1	36.1	[["USR", 467], ["OP3Div2", 16]]
KX092590_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092570_1_462	S1	OP3Div2	34.1	36.0	[["USR", 467], ["OP3Div2", 16]]
KX092581_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092572_1_464	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KX092576_1_466	S1	OP3Div2	34.2	36.2	[["USR", 467], ["OP3Div2", 16]]
KU218396_1_475	S1	OP3Div2	34.8	37.1	[["USR", 467], ["OP3Div2", 16]]
EU245642_1_1510	S1	OP3Div2	96.5	94.8	[["USR", 467], ["OP3Div2", 16]]
GU475335_1_757	S1	OP3Div2	61.5	58.0	[["USR", 467], ["OP3Div2", 16]]
HF922383_1_1516	S1	OP3Div2	96.9	95.0	[["USR", 467], ["OP3Div2", 16]]
JN798869_1_895	S1	OP3Div2	63.9	62.3	[["USR", 467], ["OP3Div2", 16]]
AB824951_1_371	S1	OP3Div2	23.8	28.9	[["USR", 467], ["OP3Div2", 16]]
JF422992_1_844	S1	OP3Div2	54.8	57.7	[["USR", 467], ["OP3Div2", 16]]
DQ368254_1_747	S1	OP3Div2	60.3	57.2	[["USR", 467], ["OP3Div2", 16]]
KP814640_1_1478	S1	OP3Div2	93.5	93.9	[["USR", 467], ["OP3Div2", 16]]
JQ817358_1_1088	S1	OP3Div2	76.1	76.5	[["USR", 467], ["OP3Div2", 16]]
AB177048_1_947	S1	OP3Div2	64.4	64.7	[["USR", 467], ["OP3Div2", 16]]
AB177047_1_947	S1	OP3Div2	64.4	64.7	[["USR", 467], ["OP3Div2", 16]]
GQ994756_1_558	S1	OP3Div2	44.3	38.5	[["USR", 467], ["OP3Div2", 16]]
AB825365_1_374	S1	OP3Div2	23.8	29.1	[["USR", 467], ["OP3Div2", 16]]
AB734635_1_373	S1	OP3Div2	23.8	29.1	[["USR", 467], ["OP3Div2", 16]]
JQ675406_1_1189	S1	OP3Div2	92.8	92.0	[["USR", 467], ["OP3Div2", 16]]
JQ675459_1_1187	S1	OP3Div2	92.5	91.9	[["USR", 467], ["OP3Div2", 16]]
HQ883038_1_602	S1	OP3Div2	50.7	44.6	[["USR", 467], ["OP3Div2", 16]]
AMWB02083928_2368_3323	S1	OP3Div3	62.8	64.0	[["USR", 218], ["OP3Div3", 7]]
LK025609_1_827	S1	OP3Div3	55.9	54.2	[["USR", 218], ["OP3Div3", 7]]
EU921220_1_932	S1	OP3Div3	56.9	62.6	[["USR", 218], ["OP3Div3", 7]]
JF323652_1_812	S1	OP3Div3	62.6	62.5	[["USR", 218], ["OP3Div3", 7]]
AB722208_1_1418	S1	OP3Div3	95.3	94.9	[["USR", 218], ["OP3Div3", 7]]
FN870313_1_1549	S1	OP3Div3	95.3	94.9	[["USR", 218], ["OP3Div3", 7]]
AB874580_1_1507	S1	OP3Div3	95.3	94.9	[["USR", 218], ["OP3Div3", 7]]
AF540808_1_539	S1	OP3Div3	35.0	41.9	[["USR", 218], ["OP3Div3", 7]]
JQ041457_1_859	S1	OP3Div3	46.1	51.0	[["USR", 218], ["OP3Div3", 7]]
Z69327_1_343	S1	OP3Div3	23.1	26.8	[["USR", 218], ["OP3Div3", 7]]
KC605777_1_795	S1	OP3Div3	53.2	53.6	[["USR", 218], ["OP3Div3", 7]]
EU921216_1_930	S1	OP3Div3	56.9	62.5	[["USR", 218], ["OP3Div3", 7]]
KC604612_1_836	S1	OP3Div3	56.1	54.8	[["USR", 218], ["OP3Div3", 7]]
EU921210_1_910	S1	OP3Div3	56.1	61.4	[["USR", 218], ["OP3Div3", 7]]
KC604633_1_832	S1	OP3Div3	55.8	54.8	[["USR", 218], ["OP3Div3", 7]]
AF540816_1_533	S1	OP3Div3	34.3	39.9	[["USR", 218], ["OP3Div3", 7]]
KC604629_1_833	S1	OP3Div3	56.2	54.8	[["USR", 218], ["OP3Div3", 7]]
FJ484636_1_771	S1	OP3Div3	53.0	57.2	[["USR", 218], ["OP3Div3", 7]]
JQ499400_1_329	S1	OP3Div3	21.7	25.7	[["USR", 218], ["OP3Div3", 7]]
JQ499634_1_332	S1	OP3Div3	21.7	25.7	[["USR", 218], ["OP3Div3", 7]]
FJ716448_1_942	S1	OP3Div3	56.9	62.9	[["USR", 218], ["OP3Div3", 7]]
EU921215_1_931	S1	OP3Div3	56.9	62.6	[["USR", 218], ["OP3Div3", 7]]
KC605430_1_802	S1	OP3Div3	56.2	54.8	[["USR", 218], ["OP3Div3", 7]]
KC604618_1_834	S1	OP3Div3	56.0	54.8	[["USR", 218], ["OP3Div3", 7]]
AF540815_1_511	S1	OP3Div3	34.4	39.6	[["USR", 218], ["OP3Div3", 7]]
AF540813_1_547	S1	OP3Div3	35.2	42.4	[["USR", 218], ["OP3Div3", 7]]
AF540807_1_570	S1	OP3Div3	36.4	44.2	[["USR", 218], ["OP3Div3", 7]]
GU591558_1_922	S1	OP3Div3	57.0	63.2	[["USR", 218], ["OP3Div3", 7]]
HM195154_1_671	S1	OP3Div3	40.9	51.6	[["USR", 218], ["OP3Div3", 7]]
FJ823208_1_942	S1	OP3Div3	62.7	65.7	[["USR", 218], ["OP3Div3", 7]]
AF540806_1_570	S1	OP3Div3	36.5	44.4	[["USR", 218], ["OP3Div3", 7]]
AF540812_1_520	S1	OP3Div3	34.6	39.9	[["USR", 218], ["OP3Div3", 7]]
AF540811_1_536	S1	OP3Div3	34.8	41.5	[["USR", 218], ["OP3Div3", 7]]
AF540810_1_525	S1	OP3Div3	34.6	40.2	[["USR", 218], ["OP3Div3", 7]]
HM228830_1_879	S1	OP3Div3	64.9	67.2	[["USR", 218], ["OP3Div3", 7]]
HQ883468_1_665	S1	OP3Div3	48.0	51.6	[["USR", 218], ["OP3Div3", 7]]
HQ883465_1_650	S1	OP3Div3	48.2	50.5	[["USR", 218], ["OP3Div3", 7]]
HQ883472_1_649	S1	OP3Div3	48.2	50.5	[["USR", 218], ["OP3Div3", 7]]
HQ883464_1_703	S1	OP3Div3	52.0	54.5	[["USR", 218], ["OP3Div3", 7]]
HQ883466_1_650	S1	OP3Div3	48.1	50.5	[["USR", 218], ["OP3Div3", 7]]
HQ883462_1_753	S1	OP3Div3	60.4	58.3	[["USR", 218], ["OP3Div3", 7]]
HQ883460_1_710	S1	OP3Div3	57.0	55.1	[["USR", 218], ["OP3Div3", 7]]
HQ883459_1_702	S1	OP3Div3	55.5	54.3	[["USR", 218], ["OP3Div3", 7]]
HQ883457_1_701	S1	OP3Div3	55.5	54.3	[["USR", 218], ["OP3Div3", 7]]
HQ883461_1_710	S1	OP3Div3	57.0	55.1	[["USR", 218], ["OP3Div3", 7]]
HQ883388_1_878	S1	OP3Div3	63.1	65.4	[["USR", 218], ["OP3Div3", 7]]
HQ883387_1_878	S1	OP3Div3	63.1	65.4	[["USR", 218], ["OP3Div3", 7]]
HQ883386_1_877	S1	OP3Div3	63.1	65.4	[["USR", 218], ["OP3Div3", 7]]
HQ883379_1_878	S1	OP3Div3	63.1	65.4	[["USR", 218], ["OP3Div3", 7]]
HQ883382_1_878	S1	OP3Div3	63.1	65.4	[["USR", 218], ["OP3Div3", 7]]
HQ883381_1_876	S1	OP3Div3	63.1	65.3	[["USR", 218], ["OP3Div3", 7]]
HQ883467_1_674	S1	OP3Div3	49.7	52.3	[["USR", 218], ["OP3Div3", 7]]
HQ883450_1_718	S1	OP3Div3	57.4	55.9	[["USR", 218], ["OP3Div3", 7]]
HQ883449_1_719	S1	OP3Div3	57.4	55.9	[["USR", 218], ["OP3Div3", 7]]
HQ883448_1_719	S1	OP3Div3	57.4	55.9	[["USR", 218], ["OP3Div3", 7]]
HQ883447_1_719	S1	OP3Div3	57.4	55.9	[["USR", 218], ["OP3Div3", 7]]
HQ883451_1_685	S1	OP3Div3	54.1	53.4	[["USR", 218], ["OP3Div3", 7]]
HQ883453_1_722	S1	OP3Div3	57.0	56.2	[["USR", 218], ["OP3Div3", 7]]
HQ883454_1_722	S1	OP3Div3	55.5	55.9	[["USR", 218], ["OP3Div3", 7]]
HQ883445_1_712	S1	OP3Div3	57.2	55.4	[["USR", 218], ["OP3Div3", 7]]
HQ883436_1_760	S1	OP3Div3	60.5	58.2	[["USR", 218], ["OP3Div3", 7]]
HQ883439_1_760	S1	OP3Div3	60.6	58.2	[["USR", 218], ["OP3Div3", 7]]
HQ883437_1_760	S1	OP3Div3	60.5	58.2	[["USR", 218], ["OP3Div3", 7]]
HQ883440_1_765	S1	OP3Div3	60.7	58.6	[["USR", 218], ["OP3Div3", 7]]
HQ883438_1_758	S1	OP3Div3	60.4	58.0	[["USR", 218], ["OP3Div3", 7]]
HQ883444_1_711	S1	OP3Div3	52.3	55.0	[["USR", 218], ["OP3Div3", 7]]
HQ883456_1_771	S1	OP3Div3	59.5	59.6	[["USR", 218], ["OP3Div3", 7]]
HQ883455_1_729	S1	OP3Div3	56.8	56.5	[["USR", 218], ["OP3Div3", 7]]
HQ883463_1_689	S1	OP3Div3	51.1	53.4	[["USR", 218], ["OP3Div3", 7]]
HQ883442_1_753	S1	OP3Div3	60.3	58.2	[["USR", 218], ["OP3Div3", 7]]
HQ883441_1_756	S1	OP3Div3	60.1	57.9	[["USR", 218], ["OP3Div3", 7]]
HQ883443_1_710	S1	OP3Div3	57.2	55.3	[["USR", 218], ["OP3Div3", 7]]
HQ883435_1_759	S1	OP3Div3	60.6	58.1	[["USR", 218], ["OP3Div3", 7]]
HQ883471_1_665	S1	OP3Div3	45.8	51.5	[["USR", 218], ["OP3Div3", 7]]
HQ883452_1_703	S1	OP3Div3	56.7	54.8	[["USR", 218], ["OP3Div3", 7]]
HQ883446_1_692	S1	OP3Div3	54.4	53.9	[["USR", 218], ["OP3Div3", 7]]
HQ883458_1_710	S1	OP3Div3	56.5	55.0	[["USR", 218], ["OP3Div3", 7]]
HM228826_1_865	S1	OP3Div3	64.6	66.4	[["USR", 218], ["OP3Div3", 7]]
KC117799_1_365	S1	OP3Div3	23.7	28.5	[["USR", 218], ["OP3Div3", 7]]
HM228649_1_870	S1	OP3Div3	64.8	66.8	[["USR", 218], ["OP3Div3", 7]]
FJ484346_1_1110	S1	OP3Div3	80.5	84.4	[["USR", 218], ["OP3Div3", 7]]
JQ504109_1_330	S1	OP3Div3	21.7	25.7	[["USR", 218], ["OP3Div3", 7]]
HM187352_1_1430	S1	OP3Div3	95.1	94.9	[["USR", 218], ["OP3Div3", 7]]
FM179203_1_406	S1	OP3Div3	24.4	31.7	[["USR", 218], ["OP3Div3", 7]]
JQ504067_1_329	S1	OP3Div3	21.7	25.7	[["USR", 218], ["OP3Div3", 7]]
AB636035_1_685	S1	OP3Div3	50.8	53.4	[["USR", 218], ["OP3Div3", 7]]
HM228653_1_874	S1	OP3Div3	64.7	67.1	[["USR", 218], ["OP3Div3", 7]]
KC604627_1_833	S1	OP3Div3	57.6	55.4	[["USR", 218], ["OP3Div3", 7]]
LC055954_1_449	S1	OP3Div3	30.3	35.0	[["USR", 218], ["OP3Div3", 7]]
AB770453_1_474	S1	OP3Div3	31.3	37.0	[["USR", 218], ["OP3Div3", 7]]
AB770309_1_332	S1	OP3Div3	19.8	25.9	[["USR", 218], ["OP3Div3", 7]]
HM228758_1_874	S1	OP3Div3	64.0	67.0	[["USR", 218], ["OP3Div3", 7]]
AB745092_1_571	S1	OP3Div3	38.2	44.5	[["USR", 218], ["OP3Div3", 7]]
KC604631_1_833	S1	OP3Div3	57.1	54.9	[["USR", 218], ["OP3Div3", 7]]
KC604609_1_837	S1	OP3Div3	57.4	55.2	[["USR", 218], ["OP3Div3", 7]]
KC604594_1_839	S1	OP3Div3	57.4	55.2	[["USR", 218], ["OP3Div3", 7]]
AB770249_1_467	S1	OP3Div3	31.4	36.4	[["USR", 218], ["OP3Div3", 7]]
