#SeqID	Sample	OTU	PercEntropy	PercMaskedBases	OTUComp
OTU9897	S1	OP3Div3	37.8	30.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2802	S1	OP3Div3	36.8	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU9042	S1	OP3Div3	37.0	31.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15312	S1	OP3Div3	37.4	30.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU16013	S1	OP3Div3	30.1	25.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3197	S1	OP3Div3	38.2	32.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17092	S1	OP3Div3	36.7	31.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU11964	S1	OP3Div3	38.0	31.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15076	S1	OP3Div3	38.8	31.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU7183	S1	OP3Div3	37.2	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU5026	S1	OP3Div3	24.5	16.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU14693	S1	OP3Div3	36.6	29.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU20255	S1	OP3Div3	37.7	31.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12900	S1	OP3Div3	37.7	31.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21332	S1	OP3Div3	37.6	30.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU9004	S1	OP3Div3	37.0	30.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12198	S1	OP3Div3	37.7	31.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU5976	S1	OP3Div3	29.1	24.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21500	S1	OP3Div3	28.8	24.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15555	S1	OP3Div3	37.9	30.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15367	S1	OP3Div3	38.9	31.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU19806	S1	OP3Div3	38.5	31.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU19311	S1	OP3Div3	37.4	29.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3566	S1	OP3Div3	36.0	29.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU20559	S1	OP3Div3	36.1	29.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU6739	S1	OP3Div3	36.5	30.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21168	S1	OP3Div3	36.8	31.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21173	S1	OP3Div3	35.7	28.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3027	S1	OP3Div3	36.1	28.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU7288	S1	OP3Div3	38.1	32.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15353	S1	OP3Div3	38.6	32.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU18402	S1	OP3Div3	35.8	28.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU8834	S1	OP3Div3	38.1	30.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU9670	S1	OP3Div3	37.8	30.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2093	S1	OP3Div3	37.5	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU4563	S1	OP3Div3	28.6	23.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU5463	S1	OP3Div3	37.1	28.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU20437	S1	OP3Div3	28.3	24.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU307	S1	OP3Div3	35.7	28.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU11225	S1	OP3Div3	38.0	29.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU18608	S1	OP3Div3	38.0	30.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2328	S1	OP3Div3	37.5	31.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2014	S1	OP3Div3	37.4	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU10745	S1	OP3Div3	34.9	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU16003	S1	OP3Div3	37.0	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU952	S1	OP3Div3	39.4	31.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU16351	S1	OP3Div3	39.5	31.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU5433	S1	OP3Div3	38.1	29.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17643	S1	OP3Div3	35.8	28.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU10024	S1	OP3Div3	35.3	28.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU13943	S1	OP3Div3	36.2	28.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU9660	S1	OP3Div3	35.6	30.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU13819	S1	OP3Div3	35.2	30.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU16609	S1	OP3Div3	35.0	29.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU10240	S1	OP3Div3	35.0	29.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU137	S1	OP3Div3	35.2	30.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU484	S1	OP3Div3	35.2	29.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21859	S1	OP3Div3	35.2	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU1065	S1	OP3Div3	34.9	29.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU6009	S1	OP3Div3	35.2	30.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU14419	S1	OP3Div3	35.0	29.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2373	S1	OP3Div3	35.2	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU13757	S1	OP3Div3	34.5	28.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU7766	S1	OP3Div3	35.2	29.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3309	S1	OP3Div3	35.2	30.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU16353	S1	OP3Div3	35.2	31.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15705	S1	OP3Div3	35.2	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2493	S1	OP3Div3	34.7	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU1617	S1	OP3Div3	34.6	29.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17119	S1	OP3Div3	34.7	30.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17120	S1	OP3Div3	38.6	32.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU7661	S1	OP3Div3	34.8	27.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15080	S1	OP3Div3	38.3	32.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3478	S1	OP3Div3	38.8	31.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU981	S1	OP3Div3	37.1	29.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU16316	S1	OP3Div3	36.3	29.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21281	S1	OP3Div3	39.4	31.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU330	S1	OP3Div3	39.4	31.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2485	S1	OP3Div3	38.9	30.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3522	S1	OP3Div3	37.7	28.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU6282	S1	OP3Div3	38.1	31.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17851	S1	OP3Div3	39.4	31.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU5851	S1	OP3Div3	38.9	31.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12832	S1	OP3Div3	37.9	29.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU18825	S1	OP3Div3	35.2	31.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU9143	S1	OP3Div3	36.2	29.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17825	S1	OP3Div3	37.8	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU13060	S1	OP3Div3	38.1	31.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3365	S1	OP3Div3	37.3	29.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU3127	S1	OP3Div3	38.1	29.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU70	S1	OP3Div3	35.2	28.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU17196	S1	OP3Div3	33.9	27.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU8809	S1	OP3Div3	38.1	29.8	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU4495	S1	OP3Div3	37.9	29.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12857	S1	OP3Div3	37.8	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU9992	S1	OP3Div3	38.3	29.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2941	S1	OP3Div3	37.4	30.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU20837	S1	OP3Div3	39.4	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU18178	S1	OP3Div3	38.1	30.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12142	S1	OP3Div3	38.1	30.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU18739	S1	OP3Div3	38.1	31.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU1809	S1	OP3Div3	37.4	32.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21654	S1	OP3Div3	36.8	30.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU13290	S1	OP3Div3	38.4	30.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU14144	S1	OP3Div3	38.3	30.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU20529	S1	OP3Div3	37.8	30.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12847	S1	OP3Div3	34.2	28.4	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU4996	S1	OP3Div3	35.1	28.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU21587	S1	OP3Div3	38.9	30.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU18574	S1	OP3Div3	39.2	30.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU11657	S1	OP3Div3	34.7	30.1	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU8958	S1	OP3Div3	38.8	30.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU14400	S1	OP3Div3	39.2	30.7	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU8760	S1	OP3Div3	38.0	29.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2807	S1	OP3Div3	38.9	31.2	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU14937	S1	OP3Div3	37.4	30.5	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU7585	S1	OP3Div3	35.6	29.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU19606	S1	OP3Div3	36.3	30.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU15964	S1	OP3Div3	38.9	30.0	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU10415	S1	OP3Div3	37.4	30.3	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU12738	S1	OP3Div3	33.6	27.9	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU343	S1	OP3Div3	39.4	32.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU2612	S1	OP3Div3	39.1	31.6	[["USR", 363], ["OP3Div3", 15], ["OP3Div6", 1]]
OTU8134	S1	OP3Div2	38.7	30.0	[["USR", 371], ["OP3Div2", 4]]
OTU7077	S1	OP3Div2	39.2	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU20847	S1	OP3Div2	29.6	25.3	[["USR", 371], ["OP3Div2", 4]]
OTU13130	S1	OP3Div2	30.1	25.8	[["USR", 371], ["OP3Div2", 4]]
OTU20751	S1	OP3Div2	37.7	29.6	[["USR", 371], ["OP3Div2", 4]]
OTU2694	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU12231	S1	OP3Div2	30.1	25.9	[["USR", 371], ["OP3Div2", 4]]
OTU6976	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU152	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU5346	S1	OP3Div2	31.2	26.5	[["USR", 371], ["OP3Div2", 4]]
OTU4441	S1	OP3Div2	30.1	26.0	[["USR", 371], ["OP3Div2", 4]]
OTU7683	S1	OP3Div2	37.8	29.0	[["USR", 371], ["OP3Div2", 4]]
OTU13626	S1	OP3Div2	29.7	25.7	[["USR", 371], ["OP3Div2", 4]]
OTU5950	S1	OP3Div2	29.5	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU15646	S1	OP3Div2	29.6	25.3	[["USR", 371], ["OP3Div2", 4]]
OTU7100	S1	OP3Div2	29.6	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU11894	S1	OP3Div2	34.4	27.8	[["USR", 371], ["OP3Div2", 4]]
OTU2383	S1	OP3Div2	30.1	25.8	[["USR", 371], ["OP3Div2", 4]]
OTU22168	S1	OP3Div2	30.9	26.4	[["USR", 371], ["OP3Div2", 4]]
OTU16598	S1	OP3Div2	38.8	30.3	[["USR", 371], ["OP3Div2", 4]]
OTU9728	S1	OP3Div2	37.6	29.4	[["USR", 371], ["OP3Div2", 4]]
OTU17248	S1	OP3Div2	29.6	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU20699	S1	OP3Div2	38.3	29.9	[["USR", 371], ["OP3Div2", 4]]
OTU4722	S1	OP3Div2	38.3	29.9	[["USR", 371], ["OP3Div2", 4]]
OTU12515	S1	OP3Div2	29.5	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU1469	S1	OP3Div2	29.5	25.0	[["USR", 371], ["OP3Div2", 4]]
OTU3047	S1	OP3Div2	36.3	28.4	[["USR", 371], ["OP3Div2", 4]]
OTU14091	S1	OP3Div2	38.1	29.3	[["USR", 371], ["OP3Div2", 4]]
OTU20725	S1	OP3Div2	38.6	30.0	[["USR", 371], ["OP3Div2", 4]]
OTU11867	S1	OP3Div2	39.6	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU5238	S1	OP3Div2	39.8	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU20865	S1	OP3Div2	30.2	26.1	[["USR", 371], ["OP3Div2", 4]]
OTU6582	S1	OP3Div2	30.2	26.1	[["USR", 371], ["OP3Div2", 4]]
OTU5328	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU3685	S1	OP3Div2	39.8	32.9	[["USR", 371], ["OP3Div2", 4]]
OTU21343	S1	OP3Div2	38.0	29.6	[["USR", 371], ["OP3Div2", 4]]
OTU20446	S1	OP3Div2	30.1	25.9	[["USR", 371], ["OP3Div2", 4]]
OTU14096	S1	OP3Div2	30.1	25.9	[["USR", 371], ["OP3Div2", 4]]
OTU650	S1	OP3Div2	30.1	25.9	[["USR", 371], ["OP3Div2", 4]]
OTU1724	S1	OP3Div2	29.5	25.0	[["USR", 371], ["OP3Div2", 4]]
OTU31	S1	OP3Div2	39.4	31.5	[["USR", 371], ["OP3Div2", 4]]
OTU2159	S1	OP3Div2	32.4	27.4	[["USR", 371], ["OP3Div2", 4]]
OTU17164	S1	OP3Div2	40.0	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU7895	S1	OP3Div2	39.8	33.2	[["USR", 371], ["OP3Div2", 4]]
OTU8038	S1	OP3Div2	39.4	31.2	[["USR", 371], ["OP3Div2", 4]]
OTU7896	S1	OP3Div2	39.7	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU6612	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU488	S1	OP3Div2	37.6	28.9	[["USR", 371], ["OP3Div2", 4]]
OTU11199	S1	OP3Div2	38.0	29.5	[["USR", 371], ["OP3Div2", 4]]
OTU18676	S1	OP3Div2	39.2	30.7	[["USR", 371], ["OP3Div2", 4]]
OTU3598	S1	OP3Div2	40.2	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU13114	S1	OP3Div2	26.0	19.6	[["USR", 371], ["OP3Div2", 4]]
OTU13503	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU5883	S1	OP3Div2	38.0	29.6	[["USR", 371], ["OP3Div2", 4]]
OTU13559	S1	OP3Div2	39.7	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU17371	S1	OP3Div2	29.5	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU1842	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU12961	S1	OP3Div2	38.0	29.7	[["USR", 371], ["OP3Div2", 4]]
OTU5445	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU17482	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU2075	S1	OP3Div2	39.2	30.8	[["USR", 371], ["OP3Div2", 4]]
OTU12736	S1	OP3Div2	40.0	33.7	[["USR", 371], ["OP3Div2", 4]]
OTU10325	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU5827	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU19226	S1	OP3Div2	39.6	31.7	[["USR", 371], ["OP3Div2", 4]]
OTU9347	S1	OP3Div2	40.0	33.3	[["USR", 371], ["OP3Div2", 4]]
OTU20634	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU6586	S1	OP3Div2	39.7	32.3	[["USR", 371], ["OP3Div2", 4]]
OTU3056	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU8653	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU12031	S1	OP3Div2	39.9	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU12449	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU20736	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU15274	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU21501	S1	OP3Div2	39.2	30.8	[["USR", 371], ["OP3Div2", 4]]
OTU5137	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU16998	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU10191	S1	OP3Div2	39.8	33.3	[["USR", 371], ["OP3Div2", 4]]
OTU15837	S1	OP3Div2	39.8	33.3	[["USR", 371], ["OP3Div2", 4]]
OTU3025	S1	OP3Div2	39.8	32.6	[["USR", 371], ["OP3Div2", 4]]
OTU13219	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU3394	S1	OP3Div2	39.8	32.7	[["USR", 371], ["OP3Div2", 4]]
OTU10744	S1	OP3Div2	39.8	33.5	[["USR", 371], ["OP3Div2", 4]]
OTU2098	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU285	S1	OP3Div2	39.8	32.6	[["USR", 371], ["OP3Div2", 4]]
OTU5521	S1	OP3Div2	40.4	32.3	[["USR", 371], ["OP3Div2", 4]]
OTU8449	S1	OP3Div2	39.4	31.1	[["USR", 371], ["OP3Div2", 4]]
OTU20117	S1	OP3Div2	30.1	25.9	[["USR", 371], ["OP3Div2", 4]]
OTU6866	S1	OP3Div2	30.2	25.6	[["USR", 371], ["OP3Div2", 4]]
OTU12493	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU13139	S1	OP3Div2	30.2	26.1	[["USR", 371], ["OP3Div2", 4]]
OTU2591	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU20698	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU374	S1	OP3Div2	30.1	25.9	[["USR", 371], ["OP3Div2", 4]]
OTU10642	S1	OP3Div2	37.4	28.8	[["USR", 371], ["OP3Div2", 4]]
OTU11910	S1	OP3Div2	39.6	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU18765	S1	OP3Div2	29.6	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU6619	S1	OP3Div2	37.8	29.3	[["USR", 371], ["OP3Div2", 4]]
OTU21041	S1	OP3Div2	37.9	29.2	[["USR", 371], ["OP3Div2", 4]]
OTU17273	S1	OP3Div2	39.4	30.9	[["USR", 371], ["OP3Div2", 4]]
OTU15867	S1	OP3Div2	39.8	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU14214	S1	OP3Div2	39.8	32.6	[["USR", 371], ["OP3Div2", 4]]
OTU9461	S1	OP3Div2	39.8	33.5	[["USR", 371], ["OP3Div2", 4]]
OTU2400	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU13440	S1	OP3Div2	29.5	25.1	[["USR", 371], ["OP3Div2", 4]]
OTU4318	S1	OP3Div2	29.6	25.4	[["USR", 371], ["OP3Div2", 4]]
OTU6998	S1	OP3Div2	29.2	24.3	[["USR", 371], ["OP3Div2", 4]]
OTU8006	S1	OP3Div2	30.2	26.1	[["USR", 371], ["OP3Div2", 4]]
OTU13324	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU6977	S1	OP3Div2	39.8	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU15993	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU2459	S1	OP3Div2	40.2	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU9284	S1	OP3Div2	39.8	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU20205	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU4728	S1	OP3Div2	40.2	33.3	[["USR", 371], ["OP3Div2", 4]]
OTU7328	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU12548	S1	OP3Div2	32.5	27.5	[["USR", 371], ["OP3Div2", 4]]
OTU19362	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU16267	S1	OP3Div2	40.2	32.7	[["USR", 371], ["OP3Div2", 4]]
OTU21074	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU17991	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU6331	S1	OP3Div2	39.6	31.7	[["USR", 371], ["OP3Div2", 4]]
OTU10949	S1	OP3Div2	39.7	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU19376	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU18798	S1	OP3Div2	39.8	32.6	[["USR", 371], ["OP3Div2", 4]]
OTU8802	S1	OP3Div2	40.2	31.9	[["USR", 371], ["OP3Div2", 4]]
OTU308	S1	OP3Div2	39.8	32.6	[["USR", 371], ["OP3Div2", 4]]
OTU16683	S1	OP3Div2	38.9	30.2	[["USR", 371], ["OP3Div2", 4]]
OTU8837	S1	OP3Div2	39.2	30.7	[["USR", 371], ["OP3Div2", 4]]
OTU4642	S1	OP3Div2	39.8	32.8	[["USR", 371], ["OP3Div2", 4]]
OTU7475	S1	OP3Div2	39.8	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU15213	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU6986	S1	OP3Div2	40.0	33.8	[["USR", 371], ["OP3Div2", 4]]
OTU671	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU9177	S1	OP3Div2	39.8	33.2	[["USR", 371], ["OP3Div2", 4]]
OTU6069	S1	OP3Div2	39.8	32.6	[["USR", 371], ["OP3Div2", 4]]
OTU6820	S1	OP3Div2	39.8	33.2	[["USR", 371], ["OP3Div2", 4]]
OTU20007	S1	OP3Div2	39.8	32.4	[["USR", 371], ["OP3Div2", 4]]
OTU19445	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU16870	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU6322	S1	OP3Div2	39.8	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU10013	S1	OP3Div2	39.8	32.1	[["USR", 371], ["OP3Div2", 4]]
OTU10128	S1	OP3Div2	38.9	30.2	[["USR", 371], ["OP3Div2", 4]]
OTU20241	S1	OP3Div2	39.8	31.8	[["USR", 371], ["OP3Div2", 4]]
OTU18001	S1	OP3Div2	40.0	33.1	[["USR", 371], ["OP3Div2", 4]]
OTU19190	S1	OP3Div2	39.8	33.5	[["USR", 371], ["OP3Div2", 4]]
OTU8762	S1	OP3Div2	39.8	33.0	[["USR", 371], ["OP3Div2", 4]]
OTU6942	S1	OP3Div2	39.8	33.3	[["USR", 371], ["OP3Div2", 4]]
